Headline,Source,Published,Type,Video ID,Published URL,User_ID,Team_ID,Platform_ID
Headline_b0113288e3f3,https://obfuscated.source.example/e6b2f37c97f424b7,No,speech,194276507,,10,1,
Headline_64b997a3c85a,https://obfuscated.source.example/c2aefd5365fbd2e1,No,speech,202960847,,10,1,
Headline_9ceb12ec5b12,https://obfuscated.source.example/a0a5c4b28df47093,No,speech,90647526,,10,1,
Headline_9fcb5ec030b6,https://obfuscated.source.example/2a1e18a166ddbe91,No,speech,997211982,,10,1,
Headline_024e6d8fb43c,https://obfuscated.source.example/614c4fd3fc9fcfa8,No,speech,858530161,,10,1,
Headline_8d08124dbee4,https://obfuscated.source.example/d398db0e7719af0f,No,speech,272974104,,10,1,
Headline_05d3e4f91082,https://obfuscated.source.example/c13014e8abcd791f,No,speech,30145767,,10,1,
Headline_20a072aff8ab,https://obfuscated.source.example/4a21e586ce04aae3,No,speech,233424137,,10,1,
Headline_5f53b590704a,https://obfuscated.source.example/ca7d879874cfc946,No,speech,936468257,,10,1,
Headline_c8e1b8de458b,https://obfuscated.source.example/d364d9997a14e828,No,speech,716733763,,10,1,
Headline_70ceefeb401a,https://obfuscated.source.example/57daadb7e5509138,No,speech,151988734,,10,1,
Headline_85e83d1f6b35,https://obfuscated.source.example/f00361f798b1b60e,No,speech,918713880,,10,1,
Headline_84118ffbf13a,https://obfuscated.source.example/9c35ad81912a6c31,No,speech,175300766,,4,1,
Headline_541318233844,https://obfuscated.source.example/2f1613ff714884ee,No,speech,21680309,,4,1,
Headline_a51a0ade4d71,https://obfuscated.source.example/b08e6a9ca5dd8296,No,speech,545027485,,4,1,
Headline_7f9049743ffd,https://obfuscated.source.example/9ab3f182e6e18139,No,speech,159456386,,4,1,
Headline_4b675cf151c9,https://obfuscated.source.example/7fbe5d7cabd9b14d,No,speech,662290459,,10,1,
Headline_f9136d8fc50b,https://obfuscated.source.example/6b668c8280fa8b69,No,speech,431354258,,10,1,
Headline_5e133ec87b07,https://obfuscated.source.example/21c5c173bbd8aa03,No,speech,938716795,,10,1,
Headline_dba32cd1f0f4,https://obfuscated.source.example/b94ea3959cbd1b98,No,speech,187265863,,10,1,
Headline_24e527e43e70,https://obfuscated.source.example/312acb2dc2b3b22b,No,speech,59195448,,10,1,
Headline_114f015978da,https://obfuscated.source.example/444d12fe3fe97915,No,speech,447927068,,10,1,
Headline_05a2e9db1359,https://obfuscated.source.example/76a9f5a37505ae6d,No,speech,847967767,,10,1,
Headline_ec97b2290e79,https://obfuscated.source.example/a150fb49d1a826ad,No,speech,159287223,,10,1,
Headline_76c964ea200b,https://obfuscated.source.example/86805bacfa549dbe,No,speech,366593692,,10,1,
Headline_3a8e8a837e17,https://obfuscated.source.example/542d4572f1705c7c,No,speech,332732259,,10,1,
Headline_454aafe6ac78,https://obfuscated.source.example/fdf03d68c3f6992d,No,speech,758134475,,10,1,
Headline_0c11d3e9e484,https://obfuscated.source.example/8332c4d05f093dad,No,speech,954619523,,10,1,
Headline_114f015978da,https://obfuscated.source.example/ac9b6399148f2e44,No,speech,919603051,,10,1,
Headline_59de38b37a26,https://obfuscated.source.example/ab6471407f970437,No,speech,938570307,,10,1,
Headline_1d14d32d291b,https://obfuscated.source.example/0383a5c00edc7e01,No,speech,137767111,,10,1,
Headline_7cd98fea62dc,https://obfuscated.source.example/aa8c75e8d41154c1,No,speech,386809415,,3,1,
,https://obfuscated.source.example/9ab3f182e6e18139,No,speech,29385883,,4,1,
Headline_2dda66713273,https://obfuscated.source.example/d3bd7a5c376e4b0c,No,interview,775273858,,3,1,
Headline_eea45acd6618,https://obfuscated.source.example/debf638e862f4996,No,interview,976332331,,3,1,
Headline_636162fba8d1,https://obfuscated.source.example/77522739e44b706a,No,interview,900779292,,3,1,
,https://obfuscated.source.example/9ab3f182e6e18139,No,speech,155722358,,4,1,
Headline_4f08f379c46d,https://obfuscated.source.example/c8712df2d9932d9f,No,speech,979943227,,3,1,
Headline_21e2c950c179,https://obfuscated.source.example/9e642712d1aa5c7c,No,speech,116595650,,3,1,
Headline_1e687c6fd941,https://obfuscated.source.example/6d336983ebaaad51,No,speech,666719979,,3,1,
Headline_9efbb6414181,https://obfuscated.source.example/f2f95908cf77ddac,No,interview,574949963,,3,1,
Headline_a5ace236d32a,https://obfuscated.source.example/f22323f0f2299b98,No,speech,202276110,,3,1,
Headline_e406220dd706,https://obfuscated.source.example/4f2984dad1482c33,No,speech,222680992,,3,1,
Headline_b42011646e23,https://obfuscated.source.example/f22323f0f2299b98,No,interview,391402930,,3,1,
Headline_edd2387e4ad8,https://obfuscated.source.example/9cbb81df79853e85,No,speech,23704159,,3,1,
Headline_fa0a84895f71,https://obfuscated.source.example/992f733f4acc1eb2,No,interview,239356798,,3,1,
Headline_4b202bbc2867,https://obfuscated.source.example/68962887fde9cff2,No,interview,222170187,,3,1,
Headline_584409831ca7,https://obfuscated.source.example/df3321c188fa5f88,No,interview,410966263,,3,1,
Headline_6abbb67e1722,https://obfuscated.source.example/2834d3e4a7ac9b94,No,interview,469958062,,3,1,
Headline_b776b34ddf76,https://obfuscated.source.example/7f91434b0c28807e,No,speech,489755209,,3,1,
Headline_c9c97857c410,https://obfuscated.source.example/80000d9b79aa05c6,No,speech,489159555,,3,1,
Headline_af1b76930585,https://obfuscated.source.example/f712734c1879240c,No,speech,673570717,,3,1,
Headline_b776b34ddf76,https://obfuscated.source.example/63d3151ec57fdab1,No,interview,219573462,,3,1,
Headline_effb3987ffb4,https://obfuscated.source.example/e019e79d300a2932,No,interview,769052906,,3,1,
Headline_72939957f14a,https://obfuscated.source.example/f22323f0f2299b98,No,speech,31933879,,3,1,
Headline_e2b883384daa,https://obfuscated.source.example/d13f11fdad5b36b1,No,interview,449683377,,3,1,
Headline_14a018239e1e,https://obfuscated.source.example/f22323f0f2299b98,No,interview,529438405,,3,1,
Headline_762ad28e3243,https://obfuscated.source.example/82264ca19404328c,No,interview,223895405,,3,1,
Headline_7e829eb64e44,https://obfuscated.source.example/99b86201e7bd276d,No,interview,379179287,,3,1,
Headline_50a43f7be1ed,https://obfuscated.source.example/f22323f0f2299b98,No,speech,253694372,,3,1,
Headline_8d613f0c7089,https://obfuscated.source.example/f22323f0f2299b98,No,interview,120747015,,3,1,
Headline_2f492b798680,https://obfuscated.source.example/7f6654a8f33c2689,No,interview,486942850,,3,1,
Headline_7cd98fea62dc,https://obfuscated.source.example/9ae43d07f50a7a9f,No,speech,908035427,,3,1,
Headline_ac841003c6ab,https://obfuscated.source.example/8216a42ba36f3281,No,speech,456701837,,3,1,
Headline_841fe1118ade,https://obfuscated.source.example/43c40d65af24a1ca,No,interview,709574693,,3,1,
Headline_027587a28167,https://obfuscated.source.example/7556d85ec61607ef,No,speech,471638151,,3,1,
Headline_386eafd67e0b,https://obfuscated.source.example/0d4d9ae7e9ec7d2d,No,interview,718405690,,3,1,
Headline_7190d6de0dde,https://obfuscated.source.example/977d8ae19066fc32,No,interview,748179764,,3,1,
Headline_afbcda202075,https://obfuscated.source.example/13bfb42a46f10634,No,interview,65747860,,3,1,
Headline_e1c1cba422d1,https://obfuscated.source.example/f22323f0f2299b98,No,speech,444875334,,3,1,
Headline_2172bf1d12bc,https://obfuscated.source.example/f22323f0f2299b98,No,interview,780195249,,3,1,
Headline_dc101011dd77,https://obfuscated.source.example/b6c1cbfcc914b55d,No,speech,51668382,,15,1,
,https://obfuscated.source.example/5c4c6d3aec140904,No,speech,448183614,,10,1,
,https://obfuscated.source.example/f2e2668cf3effd34,No,speech,54900373,,10,1,
,https://obfuscated.source.example/f0a9f5cec06265a7,No,speech,658213258,,10,1,
,https://obfuscated.source.example/c0d010275c0c0dc6,No,speech,888563055,,10,1,
,https://obfuscated.source.example/92798ee351d5bf25,No,speech,189232613,,10,1,
,https://obfuscated.source.example/eb913ed568b74626,No,speech,965198076,,10,1,
,https://obfuscated.source.example/367f2154d78ac598,No,speech,284058042,,10,1,
,https://obfuscated.source.example/21910995e94dad54,No,speech,267138418,,10,1,
,https://obfuscated.source.example/431918159894359a,No,speech,593385121,,10,1,
,https://obfuscated.source.example/6a88a3c44dadce49,No,speech,324907747,,10,1,
Headline_75bf5468989a,https://obfuscated.source.example/f4fefdc818bdf8da,No,speech,227218439,,10,1,
Headline_2538f0b9aba5,https://obfuscated.source.example/a54ab8f8b37c29bf,No,speech,65523741,,10,1,
Headline_6ba8ebfd0ea4,https://obfuscated.source.example/2cc71f6463747d72,No,speech,971075948,,10,1,
Headline_30d718b70205,https://obfuscated.source.example/5fc5ce207ae462d6,No,speech,269176248,,10,1,
Headline_dba32cd1f0f4,https://obfuscated.source.example/3d5a0b3a84076d2a,No,speech,389606204,,10,1,
,https://obfuscated.source.example/43811c63c7f055bb,No,speech,644967859,,10,1,
,https://obfuscated.source.example/e923445975b449b9,No,speech,191167978,,10,1,
,https://obfuscated.source.example/c97784f28283ce1b,No,speech,926648006,,10,1,
,https://obfuscated.source.example/13454fbf93eeb477,No,speech,327086874,,10,1,
Headline_1fb32c86f358,https://obfuscated.source.example/5cfef00451ff0a7e,No,speech,163697924,,10,1,
Headline_ee8bf8b5abd2,https://obfuscated.source.example/b6c1cbfcc914b55d,No,interview,58943107,,15,1,
Headline_6871aa4efb46,https://obfuscated.source.example/b6c1cbfcc914b55d,No,interview,739518196,,15,1,
Headline_dd7c7626ba46,https://obfuscated.source.example/b6c1cbfcc914b55d,No,interview,117208540,,15,1,
Headline_92e54993d2c5,https://obfuscated.source.example/b6c1cbfcc914b55d,No,interview,120047003,,15,1,
Headline_8878300101ec,https://obfuscated.source.example/ebd84f85b7a07582,No,speech,308299093,,10,1,
Headline_1fb32c86f358,https://obfuscated.source.example/155eeade15195d83,No,speech,539823146,,10,1,
,https://obfuscated.source.example/155eeade15195d83,No,speech,158548910,,10,1,
Headline_4df95dc59c05,https://obfuscated.source.example/210c2ce58f35f7f7,No,speech,596901441,,10,1,
,https://obfuscated.source.example/8df1e1fca0b1777e,No,speech,822073476,,10,1,
Headline_e3411cdcc262,https://obfuscated.source.example/1ba9901775eec63d,No,speech,770566649,,15,1,
Headline_12b0a14869a0,https://obfuscated.source.example/b6c1cbfcc914b55d,No,special reports,941842843,,15,1,
Headline_0427efdfe00a,https://obfuscated.source.example/a75d33795b0390b7,No,interview,285078971,,18,1,
Headline_4ebece70ad7b,https://obfuscated.source.example/ee2d08379602c34e,No,interview,626368290,,18,1,
,https://obfuscated.source.example/ff3ae0fa963b8deb,No,interview,154526761,,1,1,
,https://obfuscated.source.example/fd5791a095b95bbe,No,interview,179201078,,1,1,
,https://obfuscated.source.example/ea39137d1013c5c2,No,interview,488556256,,1,1,
Headline_c80404adf44f,https://obfuscated.source.example/026b5631e1843f2c,No,interview,61146993,,1,1,
,https://obfuscated.source.example/b6c1cbfcc914b55d,No,special reports,628466092,,15,1,
Headline_8705ea67ecee,https://obfuscated.source.example/cce3f696bd033630,No,interview,780654443,,4,1,
,https://obfuscated.source.example/e6be1f8dc002c2a0,No,interview,239687431,,4,1,
,https://obfuscated.source.example/1eb2f3054b3b649f,No,interview,220115541,,4,1,
,https://obfuscated.source.example/53c06da35b6b1783,No,interview,518343810,,4,1,
Headline_ce175f9ed453,https://obfuscated.source.example/d52a079c1624b265,No,interview,355143586,,4,1,
,https://obfuscated.source.example/db69ce620cf5a15b,No,news bulletin,188031729,,4,1,
Headline_b2b9408f29d5,https://obfuscated.source.example/6987cf8f294562c6,No,news bulletin,782225151,,4,1,
,https://obfuscated.source.example/0e4108e6d55c3980,No,interview,249011444,,1,1,
,https://obfuscated.source.example/7abe1819b2981a82,No,news bulletin,215602414,,4,1,
,https://obfuscated.source.example/7354cacb7e92823b,No,interview,989332812,,1,1,
,https://obfuscated.source.example/49729a74b6cd5f6e,No,news bulletin,676035658,,4,1,
,https://obfuscated.source.example/023c0f5bf6171ee7,No,news bulletin,129163514,,4,1,
,https://obfuscated.source.example/e2da020bcb4eb6e3,No,news bulletin,220473605,,4,1,
,https://obfuscated.source.example/8f36c29c3d6613db,No,news bulletin,852016880,,4,1,
,https://obfuscated.source.example/446ab44e4505a638,No,news bulletin,697916843,,4,1,
Headline_db8bb10abb77,https://obfuscated.source.example/cec74c51c6f4bb12,No,news bulletin,54360893,,4,1,
Headline_457fdb0576ae,https://obfuscated.source.example/d52a079c1624b265,No,news bulletin,132035594,,4,1,
,https://obfuscated.source.example/7bc4be6806903e36,No,news bulletin,628515459,,4,1,
,https://obfuscated.source.example/77f0982e2ba2bbed,No,interview,207676073,,1,1,
,https://obfuscated.source.example/93d683191496e4de,No,interview,338542791,,1,1,
,https://obfuscated.source.example/f3c58f6edd5b0cf0,No,news bulletin,419608012,,4,1,
,https://obfuscated.source.example/3796f248ed1492d8,No,news bulletin,559428761,,4,1,
,https://obfuscated.source.example/d52a079c1624b265,No,news bulletin,342206329,,4,1,
,https://obfuscated.source.example/d52a079c1624b265,No,news bulletin,769896210,,4,1,
Headline_86899a29a3fb,https://obfuscated.source.example/8614300c24350e72,No,speech,944564987,,4,1,
,https://obfuscated.source.example/650adcd8546140e2,No,speech,792414206,,4,1,
,https://obfuscated.source.example/a383d11fa113d738,No,speech,910404259,,4,1,
Headline_97fafa3e1261,https://obfuscated.source.example/9ab3f182e6e18139,No,speech,147090991,,4,1,
Headline_1a8036e6f780,https://obfuscated.source.example/fd456bcd6899e899,No,interview,228247551,,1,1,
,https://obfuscated.source.example/d707a81529e89df3,No,interview,962415261,,1,1,
,https://obfuscated.source.example/3e8905003c07efe8,No,interview,60694773,,1,1,
,https://obfuscated.source.example/158f69b2c5543d40,No,interview,934029276,,1,1,
Headline_f02c964ef01d,https://obfuscated.source.example/c35b01aa2993936f,No,interview,194705045,,1,1,
,https://obfuscated.source.example/cf59cf28e1e294d4,No,speech,272867970,,10,1,
,https://obfuscated.source.example/3db31734e0862f9a,No,speech,493534872,,10,1,
,https://obfuscated.source.example/6f84cbd152be79ae,No,speech,134422723,,10,1,
Headline_2e36ec07d9b8,https://obfuscated.source.example/0e801f2b2d1502b5,No,speech,707152222,,10,1,
Headline_681eb0bb6b90,https://obfuscated.source.example/b6208a2f1764d692,No,special reports,752917778,,15,1,
Headline_52e89bc68155,https://obfuscated.source.example/abdddbf97b3076f0,No,special reports,218350427,,20,1,
Headline_2a0c2ad64f3e,https://obfuscated.source.example/385b846a8ade8103,No,special reports,275263129,,20,1,
Headline_5f0cd07d041b,https://obfuscated.source.example/6ec4a49ffa2018cd,No,debate,919941798,,20,1,
Headline_469df5209b91,https://obfuscated.source.example/3f21bf896b46c0d1,No,debate,20210449,,20,1,
Headline_719325919292,https://obfuscated.source.example/24d24b9ad5667219,No,special reports,218098844,,20,1,
Headline_4c8f045421ec,https://obfuscated.source.example/f59aed6b8a8c09ee,No,news bulletin,809819197,,20,1,
Headline_e11525c950d0,https://obfuscated.source.example/ced33849a3087751,No,speech,638778304,,10,1,
Headline_a39dafbceb26,https://obfuscated.source.example/f8c6d2ba5ca3273c,No,speech,606848259,,10,1,
Headline_a179e8250cc8,https://obfuscated.source.example/aa154726a7facbd7,No,speech,75220432,,10,1,
Headline_1ffbed4135e5,https://obfuscated.source.example/210c2ce58f35f7f7,No,speech,541568899,,10,1,
Headline_96e623e1f632,https://obfuscated.source.example/4e0e2d2aef65cdeb,No,news bulletin,56227885,,20,1,
Headline_c3dba0414911,https://obfuscated.source.example/18eb8562d27001cf,No,special reports,343632787,,20,1,
Headline_12790acf2629,https://obfuscated.source.example/b0df01165f9f15a8,No,interview,833753026,,3,1,
Headline_cdc287a17543,https://obfuscated.source.example/82e01bdfd8ecef60,No,interview,875428328,,3,1,
Headline_bc5772ab8fae,https://obfuscated.source.example/e14126dba229639d,No,interview,186219405,,3,1,
Headline_4d7708cb2453,https://obfuscated.source.example/7400e5d94e4d61e8,No,news bulletin,561053185,,20,1,
Headline_801a06b79c93,https://obfuscated.source.example/feb649f40e6a6a61,No,news bulletin,557456561,,20,1,
Headline_351f3afc091e,https://obfuscated.source.example/aa73aaec3c049dd7,No,interview,261265673,,3,1,
Headline_a961e778e03c,https://obfuscated.source.example/b73e76f02e167c77,No,interview,417062922,,3,1,
Headline_147cc145899f,https://obfuscated.source.example/f32e0c333e0607fc,No,interview,31722737,,3,1,
Headline_7f70db3bebda,https://obfuscated.source.example/13dc7c96eff5b5f2,No,interview,745878239,,3,1,
Headline_139ef901efe2,https://obfuscated.source.example/f22323f0f2299b98,No,interview,195930972,,3,1,
Headline_f0146cc9024f,https://obfuscated.source.example/f1d8b19f03c6868a,No,interview,261229412,,3,1,
Headline_5c8024269c0f,https://obfuscated.source.example/726d07c6df979cbb,No,speech,480891127,,10,1,
Headline_c2dcb89e3588,https://obfuscated.source.example/3c5a7f83a2d7e892,No,speech,389994601,,10,1,
Headline_d1e46fd30c58,https://obfuscated.source.example/dc25559d572ca139,No,speech,111230442,,10,1,
Headline_ebb27b8817b2,https://obfuscated.source.example/f17342db5a0467ea,No,interview,170528506,,3,1,
Headline_44ed41fb39f0,https://obfuscated.source.example/e14126dba229639d,No,interview,18632093,,3,1,
Headline_4c043ae32334,https://obfuscated.source.example/033ffc9145819ab9,No,speech,112576150,,10,1,
Headline_024167c3b1ca,https://obfuscated.source.example/a09dd8dc41f58489,No,news bulletin,160821425,,20,1,
Headline_f82d0edb6b68,https://obfuscated.source.example/93a0f96d85025e77,No,news bulletin,654621862,,20,1,
Headline_301365f7b7ee,https://obfuscated.source.example/f4b96bd32c097771,No,interview,188922289,,10,1,
Headline_c4c1af56d44f,https://obfuscated.source.example/6b7b176f1a1a9475,No,interview,48651905,,10,1,
Headline_0cc96d0885e6,https://obfuscated.source.example/01a553aa7fdaef04,No,interview,44108634,,10,1,
Headline_1fab6c494464,https://obfuscated.source.example/efce963efc187636,No,interview,288853578,,10,1,
Headline_f7ed9741ef62,https://obfuscated.source.example/5d0fff930c22b2f0,No,interview,4374800,,10,1,
Headline_1c78cf478c43,https://obfuscated.source.example/95c4e31aefcf8c1b,No,interview,620647397,,10,1,
Headline_b652a2fe11c9,https://obfuscated.source.example/42b87a142bd367fc,No,interview,251766497,,10,1,
Headline_c9873ab48246,https://obfuscated.source.example/24ac8749c8c9168c,No,special reports,100706089,,20,1,
Headline_bfc99263244e,https://obfuscated.source.example/f78ac58d516cc334,No,interview,102664792,,3,1,
Headline_5d25369ba79c,https://obfuscated.source.example/8f3e83cfd0dc6764,No,interview,891960226,,3,1,
Headline_47525b21d911,https://obfuscated.source.example/e14126dba229639d,No,interview,271070546,,3,1,
Headline_8776ce4b1dd0,https://obfuscated.source.example/56be42cb7a78d204,No,news bulletin,203944967,,20,1,
Headline_d85c17d7fb4e,https://obfuscated.source.example/5028a06d2f8b8449,No,press conference,456157193,,20,1,
Headline_5fdf8c1e342f,https://obfuscated.source.example/a3d0dfee62abb751,No,news bulletin,156500083,,20,1,
Headline_012519760387,https://obfuscated.source.example/3ef7fbdce6910af5,No,news bulletin,774336555,,20,1,
Headline_0e5f80eb573f,https://obfuscated.source.example/b72b24308614a3f8,No,news bulletin,20371652,,20,1,
Headline_befa3a61fd24,https://obfuscated.source.example/d7da4285fc3bb417,No,news bulletin,710171368,,20,1,
Headline_3a26c2f85101,https://obfuscated.source.example/b6dca6aed023bb7e,No,news bulletin,945308823,,20,1,
Headline_887b66d6d7d1,https://obfuscated.source.example/f98c90e6d8c34a24,No,special reports,826845088,,20,1,
Headline_035f00338d6e,https://obfuscated.source.example/7910dd8bdcfcb19c,No,news bulletin,691649927,,20,1,
Headline_c51c78d9b906,https://obfuscated.source.example/bf3bf5ec8b63a902,No,news bulletin,280922752,,20,1,
Headline_6d45e21009ee,https://obfuscated.source.example/759b50b14632599d,No,news bulletin,158312817,,20,1,
Headline_d7afaa40a810,https://obfuscated.source.example/bdaba78e0d372ce8,No,news bulletin,696185973,,20,1,
Headline_508ceede445e,https://obfuscated.source.example/d660c464e48ea229,No,interview,353432824,,10,1,
Headline_576512b70bea,https://obfuscated.source.example/678896babd8a5ef5,No,special reports,148465457,,20,1,
Headline_c5133fdf51df,https://obfuscated.source.example/93ed585129b55dab,No,special reports,993362691,,20,1,
Headline_7e80adcda814,https://obfuscated.source.example/41a0eb3fa3a1b77f,No,special reports,452152988,,20,1,
Headline_69da7f6507d4,https://obfuscated.source.example/5be1ba29ba1a6ca8,No,news bulletin,864554132,,20,1,
Headline_5584cd18fac5,https://obfuscated.source.example/119b3edaa3b1b7c8,No,news bulletin,208392049,,20,1,
Headline_76831fca2f2b,https://obfuscated.source.example/ea9f5b14447958ca,No,special reports,991073206,,20,1,
Headline_559ee4fe3423,https://obfuscated.source.example/2920a2d322251190,No,news bulletin,586960294,,20,1,
Headline_20ae22f60b2f,https://obfuscated.source.example/8bbc10f5f8e00471,No,news bulletin,922407024,,20,1,
Headline_ec89c8fa19d4,https://obfuscated.source.example/1488d7a5b0ec770a,No,news bulletin,290926549,,20,1,
Headline_31fd7c02ab9a,https://obfuscated.source.example/a8b612837a880038,No,news bulletin,772904904,,13,1,
Headline_bd974bf676ce,https://obfuscated.source.example/c00a166fdd04faea,No,news bulletin,51132522,,13,1,
Headline_e696682d3364,https://obfuscated.source.example/306973d8cd384284,No,interview,560455522,,10,1,
Headline_1845bc09cdf6,https://obfuscated.source.example/306973d8cd384284,No,interview,566787028,,10,1,
Headline_1adbb5893278,https://obfuscated.source.example/306973d8cd384284,No,interview,554404571,,10,1,
,https://obfuscated.source.example/306973d8cd384284,No,interview,159164363,,10,1,
Headline_c0d9da0e2723,https://obfuscated.source.example/d97f136eae94da7b,No,interview,487216520,,10,1,
Headline_0fd545056df3,https://obfuscated.source.example/82f4ef2359939cb1,No,special reports,275094115,,3,1,
Headline_843e7169ffac,https://obfuscated.source.example/15eb789377859665,No,special reports,553177425,,3,1,
Headline_b39b91f4c7a7,https://obfuscated.source.example/bf0e5d2be8697263,No,special reports,646083984,,1,1,
Headline_513d11133061,https://obfuscated.source.example/a19bb14913ca72df,No,special reports,873354325,,3,1,
Headline_3e29e063c490,https://obfuscated.source.example/97d661ac855a896c,No,special reports,599714068,,1,1,
Headline_46956d52a969,https://obfuscated.source.example/ee947460ccf07e3e,No,special reports,5726952,,1,1,
Headline_c1e6da6235c7,https://obfuscated.source.example/852db3abefa48e8d,No,special reports,490582419,,1,1,
Headline_fd71a9a46eff,https://obfuscated.source.example/ac437e2da680e0e3,No,special reports,680897074,,1,1,
Headline_39df58df0b86,https://obfuscated.source.example/2b47bd9e1c903ad7,No,special reports,121226519,,1,1,
Headline_1e7721c67ef0,https://obfuscated.source.example/8913efaed8fb1ebe,No,special reports,681371768,,1,1,
Headline_e307e41e81c5,https://obfuscated.source.example/7bc4be6806903e36,No,special reports,162554009,,1,1,
Headline_25d682eace51,https://obfuscated.source.example/07f7ae0e6df3a664,No,interview,184085686,,3,1,
Headline_09f48f7deb8a,https://obfuscated.source.example/4fadcdbfc39cf0ad,No,interview,788095299,,3,1,
Headline_26406a76fa11,https://obfuscated.source.example/97827ce6d5738705,No,interview,146425653,,3,1,
Headline_9344f5fbe9ff,https://obfuscated.source.example/90ac9fc4c7db898f,No,interview,175432542,,3,1,
Headline_141c5a474606,https://obfuscated.source.example/c269ffe2cd2a5ff4,No,interview,695708363,,3,1,
Headline_8bfeda386de0,https://obfuscated.source.example/d022c2e31aae759b,No,interview,48844897,,3,1,
Headline_5087aa7e8b94,https://obfuscated.source.example/71026ba570f30a6e,No,interview,415020778,,3,1,
Headline_4868422a8c90,https://obfuscated.source.example/282384936e0d1cf7,No,interview,145366442,,3,1,
Headline_084f802411b1,https://obfuscated.source.example/4aa728170c751dd8,No,interview,539783503,,3,1,
Headline_a81066372100,https://obfuscated.source.example/76d13ace6858b3f8,No,interview,146836981,,3,1,
Headline_33ed732d3f57,https://obfuscated.source.example/534b5bad4b3e1437,No,news bulletin,118470842,,4,1,
Headline_0ce15f9c054d,https://obfuscated.source.example/e14126dba229639d,No,news bulletin,22051816,,4,1,
Headline_2284f168ae0f,https://obfuscated.source.example/9ea61abf1344c624,No,interview,311340357,,3,1,
Headline_f05e9b69396a,https://obfuscated.source.example/5323f5fec8570cce,No,interview,300201337,,3,1,
Headline_647712b2e273,https://obfuscated.source.example/e14126dba229639d,No,interview,543525108,,3,1,
Headline_92a580e3e342,https://obfuscated.source.example/e167c90ed1417aae,No,interview,898603781,,3,1,
Headline_059c3524b00b,https://obfuscated.source.example/08f4bbd96f30d230,No,interview,626156960,,3,1,
Headline_a2df0faefdc2,https://obfuscated.source.example/e14126dba229639d,No,interview,477128193,,3,1,
Headline_731c1694a155,https://obfuscated.source.example/e14126dba229639d,No,interview,205103036,,3,1,
Headline_e0aaec81530e,https://obfuscated.source.example/75055261b46c39f0,No,interview,335598506,,3,1,
Headline_1321780d3f76,https://obfuscated.source.example/230075d95af59de3,No,interview,133326493,,3,1,
Headline_413c3f419c58,https://obfuscated.source.example/f40eee7c40d23d90,No,special reports,167514428,,3,1,
Headline_12a6a444675b,https://obfuscated.source.example/970614e577fa16d1,No,special reports,279176925,,3,1,
Headline_b0a8c8d1b202,https://obfuscated.source.example/99c46d721f6e6942,No,special reports,288735811,,3,1,
Headline_b7c9f388c312,https://obfuscated.source.example/c8b2d2e17c236136,No,special reports,444754583,,3,1,
Headline_e7471cdf614f,https://obfuscated.source.example/1a0db736d2930a17,No,special reports,796360048,,3,1,
Headline_cfec4599b3e6,https://obfuscated.source.example/e14126dba229639d,No,interview,122359220,,3,1,
,https://obfuscated.source.example/e14126dba229639d,No,interview,723808154,,3,1,
Headline_3ee4e915fc9c,https://obfuscated.source.example/46f3412a9bf53d67,No,debate,414491098,,3,1,
,https://obfuscated.source.example/cd7093a809de62c5,No,news bulletin,62809135,,23,1,
Headline_9da2dc6723f0,https://obfuscated.source.example/1b29bc5665237864,No,speech,347550577,,23,1,
Headline_69def253b1d1,https://obfuscated.source.example/3776fe4045b6af5c,No,speech,123003812,,23,1,
Headline_f4603df2ed35,https://obfuscated.source.example/0111592e791c7329,No,speech,662762317,,23,1,
Headline_6a47674c8635,https://obfuscated.source.example/295bff66dc020eda,No,debate,663510574,,23,1,
Headline_6c5dc0a70d41,https://obfuscated.source.example/55eb87673b8c78de,No,speech,189976961,,23,1,
Headline_42e1d2256946,https://obfuscated.source.example/55eb87673b8c78de,No,debate,831977851,,23,1,
Headline_1d578cbadf37,https://obfuscated.source.example/76a84f1eadc15f69,No,interview,3893465,,10,1,
Headline_58a3fdb9e1ec,https://obfuscated.source.example/28fc9862d5ca9aa2,No,special reports,774489538,,3,1,
Headline_aa08ab86acae,https://obfuscated.source.example/b41593428cdf421f,No,special reports,92720425,,3,1,
Headline_1ea611b606d6,https://obfuscated.source.example/7a98cc2fcc6a37e2,No,special reports,298247205,,3,1,
Headline_ba0aafffecd8,https://obfuscated.source.example/84a0f4769bb7b870,No,interview,326767174,,3,1,
Headline_11fb3df63472,https://obfuscated.source.example/6b2776512a11dba7,No,news bulletin,289263684,,3,1,
Headline_0585e22246c0,https://obfuscated.source.example/5a7d23cd17cda3e0,No,news bulletin,788705270,,3,1,
Headline_28b398cc9c79,https://obfuscated.source.example/50bf183c24021cc1,No,news bulletin,689519553,,3,1,
Headline_d627c93d0408,https://obfuscated.source.example/2ac8f72d95ce8a9c,No,special reports,848780260,,3,1,
Headline_aaef05f81c54,https://obfuscated.source.example/1a2b34c4336d1ed1,No,special reports,127781732,,3,1,
Headline_e02f3c7731da,https://obfuscated.source.example/227a650b3008545b,No,special reports,955464920,,3,1,
Headline_371094f7dc4d,https://obfuscated.source.example/2406d399407b3c41,No,interview,153635255,,3,1,
Headline_76eaf2aa7aa3,https://obfuscated.source.example/1710fb05a57b9371,No,news bulletin,227924874,,3,1,
